year,month,oyo_id,hub,city,cluster,SRNs,GMV,OCC,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,ARR,OTA.1,TraveLoka.1,Booking.com.1,Agoda.1,Tiket.com.1,Pegipegi.1,Expedia.1,App.1,MM.1,Walk_In.1,Web.1,Direct.1,Rest.1,Revpar,Cancellations,No_Shows,GTR,NTR,MG_Loss,Review score,display_category
2020,1,ID_JKT150,Jakarta,Tangerang,Karawaci,899,68875406.15,0.5295,0.2147,0.0912,0.0211,0.0801,0.0067,0.0145,0.0011,0.3003,0.0,0.0067,0.0056,0.0022,0.0,144690,155176,159619,192987,143518,134326,149045,116631,137615,0,136671,135485,134800,0,76610,0.3649,0.0784,-0.0759,-0.15960000000000002,322529,5.9,OYO Hotels
2020,1,ID_JKT152,Jakarta,Jakarta,Kebon Kosong,1550,250291502.6,0.6768,0.2277,0.0361,0.0123,0.1419,0.0065,0.0045,0.0265,0.0729,0.3465,0.0277,0.0006,0.0013,0.0,238591,253028,250733,361571,243042,260845,206253,265521,259779,213447,371619,293099,356957,0,161472,0.1159,0.0157,0.126,0.0564,0,5.7,Collection O
2020,1,ID_JKT152,Jakarta,Jakarta,Kebon Kosong,1550,250291502.6,0.6768,0.2277,0.0361,0.0123,0.1419,0.0065,0.0045,0.0265,0.0729,0.3465,0.0277,0.0006,0.0013,0.0,238591,253028,250733,361571,243042,260845,206253,265521,259779,213447,371619,293099,356957,0,161472,0.1159,0.0157,0.126,0.0564,0,9.7,Collection O
2020,1,ID_JKT152,Jakarta,Jakarta,Kebon Kosong,1550,250291502.6,0.6768,0.2277,0.0361,0.0123,0.1419,0.0065,0.0045,0.0265,0.0729,0.3465,0.0277,0.0006,0.0013,0.0,238591,253028,250733,361571,243042,260845,206253,265521,259779,213447,371619,293099,356957,0,161472,0.1159,0.0157,0.126,0.0564,0,8.8,Collection O
2020,1,ID_JKT152,Jakarta,Jakarta,Kebon Kosong,1550,250291502.6,0.6768,0.2277,0.0361,0.0123,0.1419,0.0065,0.0045,0.0265,0.0729,0.3465,0.0277,0.0006,0.0013,0.0,238591,253028,250733,361571,243042,260845,206253,265521,259779,213447,371619,293099,356957,0,161472,0.1159,0.0157,0.126,0.0564,0,5.2,Collection O
2020,1,ID_JKT152,Jakarta,Jakarta,Kebon Kosong,1550,250291502.6,0.6768,0.2277,0.0361,0.0123,0.1419,0.0065,0.0045,0.0265,0.0729,0.3465,0.0277,0.0006,0.0013,0.0,238591,253028,250733,361571,243042,260845,206253,265521,259779,213447,371619,293099,356957,0,161472,0.1159,0.0157,0.126,0.0564,0,10.0,Collection O
2020,1,ID_JKT152,Jakarta,Jakarta,Kebon Kosong,1550,250291502.6,0.6768,0.2277,0.0361,0.0123,0.1419,0.0065,0.0045,0.0265,0.0729,0.3465,0.0277,0.0006,0.0013,0.0,238591,253028,250733,361571,243042,260845,206253,265521,259779,213447,371619,293099,356957,0,161472,0.1159,0.0157,0.126,0.0564,0,10.0,Collection O
2020,1,ID_JKT153,Jakarta,Jakarta,Cibubur,558,109842686.4,0.8925,0.2975,0.0591,0.0573,0.0591,0.0753,0.0323,0.0143,0.5341,0.0197,0.0,0.0125,0.0269,0.0018,220561,228191,306979,172388,230869,217592,209763,212465,213068,209695,0,268038,271106,215975,196845,0.3685,0.0136,0.25489999999999996,0.1937,0,8.5,OYO Hotels
2020,1,ID_JKT153,Jakarta,Jakarta,Cibubur,558,109842686.4,0.8925,0.2975,0.0591,0.0573,0.0591,0.0753,0.0323,0.0143,0.5341,0.0197,0.0,0.0125,0.0269,0.0018,220561,228191,306979,172388,230869,217592,209763,212465,213068,209695,0,268038,271106,215975,196845,0.3685,0.0136,0.25489999999999996,0.1937,0,9.1,OYO Hotels
2020,1,ID_JKT153,Jakarta,Jakarta,Cibubur,558,109842686.4,0.8925,0.2975,0.0591,0.0573,0.0591,0.0753,0.0323,0.0143,0.5341,0.0197,0.0,0.0125,0.0269,0.0018,220561,228191,306979,172388,230869,217592,209763,212465,213068,209695,0,268038,271106,215975,196845,0.3685,0.0136,0.25489999999999996,0.1937,0,9.1,OYO Hotels
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.7,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,4.8,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.2,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.5,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.1,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.1,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.5,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.4,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.1,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.2,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,8.7,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.1,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.8,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,4.8,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.7,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.0,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.7,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.2,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.6,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.0,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.6,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,8.8,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.2,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.1,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.4,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.2,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.2,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.1,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.4,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.5,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.2,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,4.5,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,4.8,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.2,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,4.8,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.8,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.0,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.0,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.0,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,6.0,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,4.8,Collection O
2020,1,ID_JKT154,Jakarta,Jakarta,Cipete,3454,519597785.7,0.5735,0.3202,0.0588,0.0602,0.1248,0.0472,0.0284,0.0,0.1867,0.0524,0.0,0.013,0.0006,0.0006,262308,264730,279086,256986,256620,272890,271798,0,260211,254895,0,263642,250604,251488,150443,0.3283,0.0499,0.7525,0.6426000000000001,0,5.1,Collection O
2020,1,ID_JKT157,Jakarta,Jakarta,Kebon Jeruk,757,100511397.4,0.7741,0.2536,0.1334,0.0106,0.0528,0.0264,0.0277,0.0013,0.3937,0.0911,0.0132,0.0066,0.0159,0.0,171523,178548,176161,143352,182625,194510,181017,197306,180902,99173,217341,199792,192267,0,132777,0.3661,0.0138,0.28550000000000003,0.2232,0,5.4,OYO Hotels
2020,1,ID_JKT157,Jakarta,Jakarta,Kebon Jeruk,757,100511397.4,0.7741,0.2536,0.1334,0.0106,0.0528,0.0264,0.0277,0.0013,0.3937,0.0911,0.0132,0.0066,0.0159,0.0,171523,178548,176161,143352,182625,194510,181017,197306,180902,99173,217341,199792,192267,0,132777,0.3661,0.0138,0.28550000000000003,0.2232,0,6.0,OYO Hotels
2020,1,ID_JKT157,Jakarta,Jakarta,Kebon Jeruk,757,100511397.4,0.7741,0.2536,0.1334,0.0106,0.0528,0.0264,0.0277,0.0013,0.3937,0.0911,0.0132,0.0066,0.0159,0.0,171523,178548,176161,143352,182625,194510,181017,197306,180902,99173,217341,199792,192267,0,132777,0.3661,0.0138,0.28550000000000003,0.2232,0,8.5,OYO Hotels
2020,1,ID_JKT158,Jakarta,Jakarta,Kemanggisan,2604,243497969.8,0.6025,0.0887,0.0058,0.0234,0.0484,0.0088,0.0,0.0023,0.2873,0.2024,0.0046,0.0081,0.0023,0.0092,155202,183503,240617,151977,191150,193239,0,163316,169720,114434,229167,212238,211382,224583,93515,0.2388,0.0558,-0.4501,-0.48229999999999995,0,8.5,OYO Hotels
2020,1,ID_JKT158,Jakarta,Jakarta,Kemanggisan,2604,243497969.8,0.6025,0.0887,0.0058,0.0234,0.0484,0.0088,0.0,0.0023,0.2873,0.2024,0.0046,0.0081,0.0023,0.0092,155202,183503,240617,151977,191150,193239,0,163316,169720,114434,229167,212238,211382,224583,93515,0.2388,0.0558,-0.4501,-0.48229999999999995,0,9.1,OYO Hotels
2020,1,ID_JKT158,Jakarta,Jakarta,Kemanggisan,2604,243497969.8,0.6025,0.0887,0.0058,0.0234,0.0484,0.0088,0.0,0.0023,0.2873,0.2024,0.0046,0.0081,0.0023,0.0092,155202,183503,240617,151977,191150,193239,0,163316,169720,114434,229167,212238,211382,224583,93515,0.2388,0.0558,-0.4501,-0.48229999999999995,0,8.8,OYO Hotels
2020,1,ID_JKT160,Jakarta,Jakarta,Taman Sari,310,28933862.96,0.7161,0.0613,0.029,0.0065,0.0194,0.0032,0.0,0.0032,0.3548,0.2226,0.071,0.0065,0.0,0.0,130338,166727,158708,194474,175600,148627,0,148265,141322,90097,165227,185014,0,0,93339,0.4074,0.0444,0.1889,0.1678,0,6.0,OYO Hotels
2020,1,ID_JKT162,Bogor,Bogor,Cimahpar,310,6835061.164,0.0839,0.0645,0.0194,0.029,0.0032,0.0065,0.0065,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,262796,279812,218172,356896,191686,215000,226726,0,206078,0,0,0,0,0,22041,0.5946,0.2297,-0.8249,-0.9692000000000001,7684604,6.0,OYO Hotels
2020,1,ID_JKT162,Bogor,Bogor,Cimahpar,310,6835061.164,0.0839,0.0645,0.0194,0.029,0.0032,0.0065,0.0065,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,262796,279812,218172,356896,191686,215000,226726,0,206078,0,0,0,0,0,22041,0.5946,0.2297,-0.8249,-0.9692000000000001,7684604,4.5,OYO Hotels
2020,1,ID_JKT162,Bogor,Bogor,Cimahpar,310,6835061.164,0.0839,0.0645,0.0194,0.029,0.0032,0.0065,0.0065,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,262796,279812,218172,356896,191686,215000,226726,0,206078,0,0,0,0,0,22041,0.5946,0.2297,-0.8249,-0.9692000000000001,7684604,6.0,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,4.8,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,5.1,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,6.0,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,4.5,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,5.7,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,6.0,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,8.5,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,8.5,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,7.2,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,6.0,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,6.4,OYO Hotels
2020,1,ID_JKT164,BC,Bekasi,Jakamulya,1240,182038921.7,0.5516,0.1315,0.025,0.004,0.075,0.0161,0.0081,0.0032,0.0847,0.275,0.0565,0.0024,0.0008,0.0008,266145,213060,224019,239411,189855,302676,222510,163004,180309,269512,504998,254146,176122,190000,146809,0.1918,0.0274,0.2391,0.20309999999999997,0,10.0,OYO Hotels
